word,ner_tag
back,O
sharply,O
from,O
the,O
slowdown,O
in,O
the,O
previous,O
quarter,O
when,O
output,O
in,O
Shanghai,O
had,O
been,O
hit,O
by,O
COVID,O
19,O
control,O
measures,O
.,O
Brokerage,O
Piper,O
Sandler,O
projects,O
Tesla,U-ORG_CUSTOM
will,O
deliver,O
354,O
000,O
vehicles,O
in,O
the,O
third,B-TIME_CUSTOM
quarter,L-TIME_CUSTOM
.,O
Citi,O
expects,O
deliveries,O
of,O
369,O
800,O
vehicles,O
.,O
Troy,B-ORG_CUSTOM
Teslike,L-ORG_CUSTOM
a,O
Tesla,O
watcher,O
who,O
tracks,O
production,O
and,O
delivery,O
data,O
projects,O
sales,O
of,O
343,O
779,O
Model,O
Y,O
compact,O
crossovers,O
and,O
Model,O
3,O
sedans,O
.,O
If,O
Tesla,O
hits,O
or,O
exceeds,O
those,O
analyst,O
forecasts,O
and,O
then,O
makes,O
the,O
internal,O
forecast,O
seen,O
by,O
Reuters,O
for,O
the,O
coming,O
quarter,O
the,O
company,O
would,O
have,O
global,O
sales,O
of,O
around,O
1,O
4,O
million,O
vehicles,O
in,O
2022.Reuters,O
Graphics,O
Tesla,O
is,O
output,O
and,O
deliveries,O
have,O
been,O
higher,O
in,O
the,O
fourth,O
quarter,O
than,O
other,O
quarters,O
of,O
the,O
year,O
going,O
back,O
to,O
2018.Its,O
forecast,O
production,O
of,O
1,O
59,O
million,O
Model,O
Y,O
and,O
Model,O
3s,O
through,O
the,O
first,O
three,O
quarters,O
of,O
next,O
year,O
would,O
put,O
it,O
on,O
track,O
to,O
end,O
2023,U-TIME_CUSTOM
with,O
sales,O
of,O
over,O
2,O
1,O
million,O
EVs,O
.,O
Including,O
gas,O
powered,O
car,O
sales,O
that,O
would,O
make,O
it,O
larger,O
than,O
Volkswagen,O
is,O
VOWG,O
p,O
DE,O
Audi,O
brand,O
and,O
closing,O
on,O
BMW,O
is,O
sales,O
of,O
2,O
5,O
million,O
vehicles,O
in,O
2021,O
the,O
most,O
recent,O
full,O
year,O
of,O
comparable,O
sales,O
.,O
That,O
output,O
would,O
also,O
be,O
just,O
past,O
the,O
forecast,O
of,O
Wedbush,B-ORG_CUSTOM
Securities,L-ORG_CUSTOM
analyst,O
Dan,B-PERSON_CUSTOM
Ives,L-PERSON_CUSTOM
who,O
has,O
been,O
bullish,O
on,O
Tesla,O
is,O
prospects,O
.,O
Ives,O
forecasts,O
2023,O
deliveries,O
of,O
2,O
million,O
EVs,O
in,O
2023,O
up,O
from,O
1,O
39,O
million,O
this,O
year,O
.,O
Musk,O
Tesla,U-ORG_CUSTOM
s,O
CEO,O
and,O
product,O
architect,O
told,O
analysts,O
last,O
quarter,O
the,O
company,O
had,O
a,O
good,O
chance,O
of,O
hitting,O
a,O
global,O
production,O
run,O
rate,O
of,O
40,O
000,O
vehicles,O
a,O
week,O
by,O
the,O
end,O
of,O
2022.The,O
internal,O
forecast,O
detailed,O
to,O
Reuters,O
would,O
assume,O
Tesla,O
can,O
hit,O
and,O
maintain,O
that,O
production,O
through,O
the,O
first,B-TIME_CUSTOM
quarter,L-TIME_CUSTOM
.,O
The,O
forecast,O
also,O
hinges,O
on,O
a,O
sharp,O
gain,O
in,O
output,O
in,O
Tesla,O
is,O
newer,O
factories,O
in,O
Austin,O
Texas,O
and,O
Berlin,O
.,O
Production,O
in,O
Austin,O
would,O
jump,O
to,O
almost,O
101,O
000,O
by,O
the,O
end,O
of,O
the,O
third,O
quarter,O
2023.For,O
Berlin,O
the,O
equivalent,O
gain,O
would,O
be,O
from,O
51,O
000,O
next,O
quarter,O
to,O
almost,O
90,O
000,O
by,O
the,O
quarter,O
ending,O
September,O
2023.Joerg,O
Steinbach,O
the,O
regional,O
economy,O
minister,O
of,O
Brandenburg,O
where,O
Tesla,O
has,O
its,O
factory,O
near,O
Berlin,O
has,O
said,O
Tesla,O
would,O
be,O
moving,O
to,O
three,O
shifts,O
at,O
the,O
plant,O
by,O
the,O
end,O
of,O
the,O
year,O
.,O
Sam,B-PERSON_CUSTOM
Fiorani,L-PERSON_CUSTOM
vice,O
president,O
of,O
global,O
forecasting,O
at,O
AutoForecast,B-ORG_CUSTOM
Solutions,L-ORG_CUSTOM
AFS,O
which,O
tracks,O
production,O
said,O
it,O
would,O
not,O
be,O
a,O
surprise,O
to,O
see,O
big,O
jumps,O
in,O
output,O
for,O
Tesla,O
from,O
plants,O
in,O
Austin,O
and,O
Berlin,U-PLACE_CUSTOM
since,O
those,O
plants,O
have,O
been,O
running,O
below,O
capacity,O
.,O
Berlin,O
and,O
Austin,O
are,O
coming,O
into,O
their,O
own,O
next,O
year,O
and,O
that,O
s,O
where,O
a,O
lot,O
of,O
this,O
volume,O
is,O
coming,O
from,O
he,O
said,O
.,O
But,O
he,O
said,O
his,O
baseline,O
forecast,O
did,O
not,O
put,O
Tesla,O
at,O
over,O
2,O
million,O
vehicles,O
for,O
2023.We,O
do,O
not,O
have,O
them,O
at,O
that,O
level,O
yet,O
he,O
said,O
.,O
It,O
seems,O
very,O
optimistic,O
Fiorani,O
added,O
The,O
industry,O
as,O
a,O
whole,O
is,O
still,O
struggling,O
with,O
supply,O
chain,O
issues,O
The,O
Tesla,O
forecast,O
also,O
includes,O
an,O
assumption,O
that,O
production,O
in,O
Shanghai,O
a,O
mega,O
factory,O
that,O
accounted,O
for,O
over,O
half,O
of,O
its,O
output,O
in,O
the,O
first,O
half,O
of,O
this,O
year,O
will,O
level,O
off,O
over,O
the,O
course,O
of,O
2023.Tesla,O
recently,O
upgraded,O
the,O
factory,O
is,O
capacity,O
.,O
Sources,O
told,O
Reuters,O
earlier,O
this,O
week,O
the,O
plan,O
was,O
to,O
run,O
production,O
at,O
20,O
500,O
vehicles,O
a,O
week,O
for,O
the,O
remainder,O
of,O
the,O
year,O
.,O
The,O
projected,O
growth,O
in,O
Tesla,O
is,O
output,O
also,O
faces,O
economic,O
risks,O
an,O
issue,O
Musk,O
himself,O
has,O
raised,O
before,O
.,O
Global,O
growth,O
has,O
slowed,O
sharply,O
especially,O
in,O
China,O
the,O
world,O
is,O
largest,O
EV,O
market,O
where,O
Tesla,U-ORG_CUSTOM
faces,O
fast,O
growing,O
rivals,O
.,O
German,O
industrial,O
production,O
faces,O
uncertainties,O
in,O
coming,O
months,O
over,O
the,O
availability,O
of,O
gas,O
to,O
power,O
plants,O
.,O
In,O
June,O
Musk,O
had,O
told,O
Tesla,O
executives,O
he,O
had,O
a,O
super,O
bad,O
feeling,O
about,O
the,O
economy,O
and,O
was,O
looking,O
to,O
cut,O
staff,O
.,O
Register,O
now,O
for,O
FREE,O
unlimited,O
access,O
to,O
Reuters,O
com,O
Register,O
Reporting,O
by,O
Zhang,O
Yan,O
in,O
Shanghai,O
Hyunjoo,B-PERSON_CUSTOM
Jin,L-PERSON_CUSTOM
in,O
San,B-PLACE_CUSTOM
Francisco,L-PLACE_CUSTOM
Victoria,B-PERSON_CUSTOM
Waldersee,L-PERSON_CUSTOM
in,O
Berlin,U-PLACE_CUSTOM
Ben,B-PERSON_CUSTOM
Klayman,L-PERSON_CUSTOM
in,O
Detroit,U-PLACE_CUSTOM
editing,O
by,O
Kevin,B-PERSON_CUSTOM
Krolicki,L-PERSON_CUSTOM
and,O
Nick,B-PERSON_CUSTOM
Zieminski,L-PERSON_CUSTOM
Our,O
Standards,O
The,O
Thomson,O
Reuters,O
Trust,O
Principles,O
SHANGHAI,O
Sept,B-TIME_CUSTOM
27,L-TIME_CUSTOM
Reuters,O
Tesla,U-ORG_CUSTOM
TSLA,O
O,O
plans,O
to,O
hold,O
production,O
at,O
its,O
Shanghai,O
plant,O
at,O
about,O
93,O
of,O
capacity,O
through,O
the,O
end,O
of,O
year,O
despite,O
a,O
recent,O
upgrade,O
two,O
people,O
with,O
knowledge,O
of,O
the,O
matter,O
said,O
in,O
a,O
rare,O
move,O
for,O
the,O
U,B-PLACE_CUSTOM
S,L-PLACE_CUSTOM
maker,O
of,O
electric,O
vehicles,O
.,O
Since,O
the,O
plant,O
opened,O
in,O
its,O
second,O
largest,O
market,O
in,O
late,O
2019,O
Tesla,O
has,O
sought,O
to,O
run,O
the,O
facility,O
in,O
China,O
is,O
commercial,O
hub,O
at,O
full,O
capacity,O
and,O
recently,O
upgraded,O
its,O
weekly,O
output,O
by,O
30,O
to,O
a,O
maximum,O
of,O
22,O
000,O
vehicles,O
.,O
The,O
sources,O
who,O
spoke,O
on,O
condition,O
of,O
anonymity,O
as,O
the,O
matter,O
is,O
not,O
public,O
did,O
not,O
give,O
a,O
reason,O
for,O
the,O
decision,O
not,O
to,O
run,O
the,O
plant,O
at,O
full,O
tilt,O
though,O
one,O
said,O
the,O
figure,O
was,O
lower,O
than,O
he,O
had,O
expected,O
.,O
Register,O
now,O
for,O
FREE,O
unlimited,O
access,O
to,O
Reuters,O
com,O
Register,O
Tesla,O
did,O
not,O
immediately,O
respond,O
to,O
a,O
request,O
for,O
comment,O
on,O
Tuesday,U-TIME_CUSTOM
.,O
However,O
the,O
company,O
is,O
move,O
comes,O
at,O
a,O
time,O
of,O
growing,O
competition,O
from,O
domestic,O
manufacturers,O
of,O
electric,O
vehicles,O
EV,O
in,O
a,O
sharply,O
weakening,O
economy,O
as,O
consumption,O
falls,O
amid,O
strict,O
COVID,O
19,O
curbs,O
.,O
The,O
upgraded,O
factory,O
can,O
produce,O
14,O
000,O
Model,O
Ys,O
and,O
8,O
000,O
Model,O
3s,O
the,O
sources,O
added,O
.,O
Tesla,O
has,O
sought,O
to,O
keep,O
it,O
running,O
at,O
full,O
capacity,O
except,O
during,O
the,O
upgrade,O
and,O
a,O
city,O
wide,O
COVID,O
19,O
lockdown,O
for,O
two,B-TIME_CUSTOM
months,L-TIME_CUSTOM
this,O
year,U-TIME_CUSTOM
.,O
Now,O
Tesla,O
plans,O
to,O
turn,O
out,O
20,O
500,O
units,O
a,O
week,O
for,O
the,O
rest,O
of,O
the,O
year,O
for,O
a,O
total,O
of,O
13,O
000,O
Model,O
Ys,O
and,O
7,O
500,O
Model,O
3s,O
the,O
sources,O
said,O
.,O
Tesla,O
China,O
made,O
Model,O
3,O
vehicles,O
are,O
seen,O
during,O
a,O
delivery,O
event,O
at,O
its,O
factory,O
in,O
Shanghai,O
China,O
January,O
7,O
2020.REUTERS,O
Aly,B-PERSON_CUSTOM
Song,L-PERSON_CUSTOM
Tesla,O
is,O
China,O
sales,O
jumped,O
nearly,O
60,O
in,O
the,O
first,O
eight,O
months,O
of,O
this,O
year,O
figures,O
from,O
the,O
China,O
Passenger,O
Car,O
Association,O
showed,O
.,O
But,O
that,O
pace,O
is,O
much,O
weaker,O
than,O
the,O
overall,O
market,O
for,O
new,O
energy,O
vehicles,O
over,O
the,O
same,O
period,O
which,O
saw,O
sales,O
more,O
than,O
double,O
.,O
Since,O
last,O
month,O
the,O
company,O
has,O
cut,O
delivery,O
waiting,O
times,O
in,O
China,O
at,O
least,O
four,O
times,O
to,O
a,O
minimum,O
of,O
a,O
week,O
now,O
besides,O
offering,O
a,O
rebate,O
of,O
8,O
000,O
yuan,O
1,O
100,O
to,O
buyers,O
of,O
Tesla,U-ORG_CUSTOM
insurance,O
who,O
take,O
delivery,O
between,O
Sept,O
16,O
and,O
30.Analysts,O
have,O
said,O
the,O
moves,O
aim,O
to,O
lock,O
in,O
more,O
orders,O
.,O
In,O
the,O
next,O
few,O
months,O
rising,O
competition,O
is,O
expected,O
to,O
intensify,O
a,O
price,O
war,O
among,O
EV,O
makers,O
said,O
Shi,B-PERSON_CUSTOM
Ji,L-PERSON_CUSTOM
an,O
analyst,O
at,O
China,O
Merchants,O
Bank,O
International,O
.,O
Tesla,U-ORG_CUSTOM
sold,O
60,O
of,O
its,O
China,O
made,O
cars,O
in,O
the,O
domestic,O
market,O
during,O
the,O
first,O
eight,O
months,O
and,O
exported,O
the,O
rest,O
to,O
overseas,O
markets,O
such,O
as,O
Australia,O
Europe,O
Japan,O
and,O
Singapore.1,O
7,O
1623,O
Chinese,O
yuan,O
renminbi,O
Register,O
now,O
for,O
FREE,O
unlimited,O
access,O
to,O
Reuters,O
com,O
Register,O
Reporting,O
by,O
Zhang,O
Yan,O
and,O
Brenda,B-PERSON_CUSTOM
Goh,L-PERSON_CUSTOM
Editing,O
by,O
Clarence,O
Fernandez,O
Our,O
Standards,O
The,O
Thomson,O
Reuters,O
Trust,O
Principles,O
