tokens,ner_tags
"['That', 'may', 'no', 'longer', 'be', 'true', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Julian', 'Satterthwaite', 'reports', '.']","['B-CUSTOM_PERSON', 'L-CUSTOM_PERSON', 'O', 'O']"
"['Business', '\n\n', 'Tesla', 'CEO', 'Elon', 'Musk', 'showcases', 'humanoid', 'robot', '\n\n', 'Posted', '\n\n', 'Tesla', 'CEO', 'Elon', 'Musk', 'showcased', 'his', 'much', '-', 'touted', 'humanoid', 'robot', ""'"", 'Optimus', ""'"", 'at', 'the', 'electric', 'vehicle', 'maker', ""'s"", '""', 'AI', 'Day', '""', 'event', 'on', 'Friday', '(', 'September', '30', ')', '.']","['O', 'O', 'O', 'O', 'B-CUSTOM_PERSON', 'L-CUSTOM_PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CUSTOM_PERSON', 'L-CUSTOM_PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Business', '\n\n', 'Tesla', 'to', 'keep', 'Shanghai', 'plant', 'below', 'maximum', 'output', '-sources', '\n\n', 'Posted', '\n\n', 'Tesla', 'plans', 'to', 'hold', 'production', 'at', 'its', 'Shanghai', 'plant', 'at', 'about', '93', '%', 'of', 'capacity', 'through', 'the', 'end', 'of', 'year', ',', 'despite', 'a', 'recent', 'upgrade', ',', 'two', 'people', 'with', 'knowledge', 'of', 'the', 'matter', 'said', ',', 'in', 'a', 'rare', 'move', 'for', 'the', 'U.S.', 'maker', 'of', 'electric', 'vehicles', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Lisa', 'Bernhard', 'produced', 'this', 'report', '.']","['B-CUSTOM_PERSON', 'L-CUSTOM_PERSON', 'O', 'O', 'O', 'O']"
"['Business', '\n\n', 'Pepsi', 'set', 'to', 'get', 'first', 'Tesla', 'electric', 'trucks', '\n\n', 'Posted', '\n\n', 'Tesla', 'says', 'it', ""'s"", 'starting', 'production', 'of', 'its', 'Semi', 'electric', 'commercial', 'truck', 'and', 'will', 'deliver', 'the', 'first', 'examples', 'to', 'PepsiCo', 'on', 'Dec.', '1', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Julian', 'Satterthwaite', 'reports', '.']","['B-CUSTOM_PERSON', 'L-CUSTOM_PERSON', 'O', 'O']"
"['Summary', '\n\n', 'Summary', 'Law', 'firms', 'Arbitrator', 'should', 'hear', 'claims', 'that', 'arbitration', 'pacts', 'are', 'invalid', '\n\n', 'Tesla', 'accused', 'of', 'not', 'giving', '60', 'days', ""'"", 'notice', 'ahead', 'of', 'mass', 'layoffs', '\n\n', 'Company', 'says', 'it', 'was', '""', 'right', '-', 'sizing', '""', '\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n', '(', 'Reuters', ')', '-', 'A', 'U.S.', 'magistrate', 'judge', 'has', 'recommended', 'that', 'a', 'proposed', 'class', 'action', 'accusing', 'Tesla', 'Inc', 'of', 'failing', 'to', 'give', 'factory', 'workers', 'the', 'advance', 'notice', 'of', 'layoffs', 'that', 'is', 'required', 'by', 'law', 'be', 'sent', 'to', 'private', 'arbitration', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-CUSTOM_ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-CUSTOM_ORG', 'O', 'O', 'O', 'O', 'B-CUSTOM_ROLE', 'L-CUSTOM_ROLE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CUSTOM_ORG', 'L-CUSTOM_ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['U.S.', 'Magistrate', 'Judge', 'Susan', 'Hightower', 'in', 'Austin', ',', 'Texas', 'said', 'on', 'Monday', 'that', 'an', 'arbitrator', ',', 'and', 'not', 'a', 'judge', ',', 'should', 'decide', 'whether', 'agreements', 'Tesla', 'workers', 'signed', 'in', 'which', 'they', 'agreed', 'to', 'arbitrate', 'legal', 'disputes', 'with', 'the', 'company', 'are', 'invalid', ',', 'as', 'the', 'plaintiffs', 'in', 'the', 'June', 'lawsuit', 'claim', '.']","['O', 'B-CUSTOM_ROLE', 'L-CUSTOM_ROLE', 'B-CUSTOM_PERSON', 'L-CUSTOM_PERSON', 'O', 'U-CUSTOM_PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-CUSTOM_ROLE', 'O', 'O', 'O', 'O', 'U-CUSTOM_ROLE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Magistrates', 'are', 'appointed', 'by', 'federal', 'judges', ',', 'who', 'can', 'accept', 'or', 'reject', 'their', 'reports', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'two', 'named', 'plaintiffs', 'suing', 'Tesla', 'have', 'two', 'weeks', 'to', 'file', 'objections', 'to', 'Hightower', ""'s"", 'decision', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Register', 'now', 'for', 'FREE', 'unlimited', 'access', 'to', 'Reuters.com', 'Register', '\n\n', 'The', 'plaintiffs', ',', 'who', 'were', 'laid', 'off', 'earlier', 'this', 'year', ',', 'claim', 'the', 'arbitration', 'pacts', 'they', 'signed', 'are', 'invalid', 'because', 'they', 'were', 'forced', 'to', 'agree', 'to', 'them', 'in', 'order', 'to', 'keep', 'their', 'jobs', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['They', 'also', 'say', 'confidentiality', 'provisions', 'in', 'the', 'agreement', 'are', 'illegal', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Tesla', ""'s"", 'lawyers', 'at', 'Morgan', 'Lewis', '&', 'Bockius', 'did', 'not', 'immediately', 'respond', 'to', 'a', 'request', 'for', 'comment', '.']","['O', 'O', 'O', 'O', 'B-CUSTOM_ORG', 'I-CUSTOM_ORG', 'I-CUSTOM_ORG', 'L-CUSTOM_ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Shannon', 'Liss', '-', 'Riordan', ',', 'who', 'represents', 'the', 'plaintiffs', ',', 'said', 'she', 'did', 'not', 'plan', 'to', 'object', 'to', 'the', 'decision', 'and', 'would', 'pursue', 'the', 'claims', 'on', 'behalf', 'of', 'former', 'Tesla', 'workers', 'in', 'individual', 'arbitration', '.']","['B-CUSTOM_PERSON', 'I-CUSTOM_PERSON', 'I-CUSTOM_PERSON', 'L-CUSTOM_PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'federal', 'Worker', 'Adjustment', 'and', 'Retraining', 'Notification', '(', 'WARN', ')', 'Act', 'requires', 'businesses', 'with', '100', 'or', 'more', 'workers', 'to', 'notify', 'them', 'of', 'mass', 'layoffs', 'at', 'least', '60', 'days', 'in', 'advance', 'unless', 'they', 'are', 'caused', 'by', 'natural', 'disasters', 'or', '""', 'unforeseeable', 'business', 'circumstances', '.', '""']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'lawsuit', 'accuses', 'Tesla', 'of', 'violating', 'the', 'WARN', 'Act', 'by', 'abruptly', 'laying', 'off', 'more', 'than', '500', 'workers', 'at', 'its', 'Sparks', ',', 'Nevada', 'gigafactory', 'as', 'part', 'of', 'a', 'nationwide', 'purge', 'of', 'its', 'workforce', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-CUSTOM_PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Tesla', 'has', 'laid', 'off', 'hundreds', 'of', 'employees', 'since', 'June', ',', 'when', 'chief', 'executive', 'Elon', 'Musk', 'in', 'an', 'email', 'told', 'company', 'executives', 'to', 'freeze', 'hiring', 'and', 'cut', 'about', '10', '%', 'of', 'salaried', 'staff', '.']","['U-CUSTOM_ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CUSTOM_ROLE', 'L-CUSTOM_ROLE', 'B-CUSTOM_PERSON', 'L-CUSTOM_PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Musk', 'later', 'clarified', 'that', 'he', 'expected', 'Tesla', ""'s"", 'total', 'workforce', 'to', 'grow', 'in', 'the', 'coming', 'year', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-CUSTOM_ORG', 'L-CUSTOM_ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Tesla', 'moved', 'to', 'dismiss', 'the', 'case', ',', 'arguing', 'that', 'former', 'employees', 'must', 'individually', 'arbitrate', 'their', 'claims', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'company', 'also', 'said', 'it', 'was', 'merely', '""', 'right', '-', 'sizing', '""', 'by', 'firing', 'poorly', 'performing', 'workers', 'and', 'not', 'engaging', 'in', 'layoffs', 'that', 'require', 'advance', 'notice', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Hightower', 'on', 'Monday', 'said', 'that', 'because', 'the', 'plaintiffs', 'are', 'challenging', 'the', 'substance', 'of', 'the', 'agreements', ',', 'and', 'not', 'their', 'formation', ',', 'those', 'claims', 'must', 'first', 'be', 'reviewed', 'by', 'an', 'arbitrator', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-CUSTOM_ROLE', 'O']"
"['Earlier', 'this', 'month', ',', 'Hightower', 'said', 'Tesla', 'should', 'notify', 'factory', 'workers', 'who', 'have', 'been', 'laid', 'off', 'since', 'June', 'about', 'the', 'lawsuit', 'before', 'asking', 'them', 'to', 'sign', 'severance', 'agreements', 'that', 'include', 'waivers', 'of', 'legal', 'claims', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['In', 'a', 'filing', 'on', 'Monday', ',', 'Tesla', 'said', 'that', 'decision', 'was', '""', 'unprecedented', ',', 'over', '-', 'reaching', ',', 'and', 'flawed', '""', 'and', 'asked', 'U.S.', 'District', 'Judge', 'Robert', 'Pitman', ',', 'who', 'is', 'presiding', 'over', 'the', 'case', ',', 'to', 'reject', 'it', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CUSTOM_ROLE', 'L-CUSTOM_ROLE', 'B-CUSTOM_PERSON', 'L-CUSTOM_PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'case', 'is', 'Lynch', 'v.', 'Tesla', 'Inc', ',', 'U.S.', 'District', 'Court', 'for', 'the', 'Western', 'District', 'of', 'Texas', ',', 'No', '.']","['O', 'O', 'O', 'O', 'O', 'B-CUSTOM_ORG', 'L-CUSTOM_ORG', 'O', 'B-CUSTOM_ORG', 'I-CUSTOM_ORG', 'L-CUSTOM_ORG', 'O', 'O', 'O', 'O', 'O', 'U-CUSTOM_PLACE', 'O', 'O', 'O']"
"['1:22', '-', 'cv-00597', '.']","['O', 'O', 'O', 'O']"
"['For', 'the', 'plaintiffs', ':', 'Shannon', 'Liss', '-', 'Riordan', 'of', 'Lichten', '&', 'Liss', '-', 'Riordan', '\n\n', 'For', 'Tesla', ':', 'Robert', 'Sheeder', 'and', 'Thomas', 'Wallace', 'of', 'Morgan', 'Lewis', '&', 'Bockius', '\n\n', '(', 'NOTE', ':', 'This', 'article', 'has', 'been', 'updated', 'to', 'include', 'a', 'comment', 'from', 'Shannon', 'Liss', '-', 'Riordan', '.', ')']","['O', 'O', 'O', 'O', 'B-CUSTOM_PERSON', 'I-CUSTOM_PERSON', 'I-CUSTOM_PERSON', 'L-CUSTOM_PERSON', 'O', 'B-CUSTOM_ORG', 'I-CUSTOM_ORG', 'I-CUSTOM_ORG', 'I-CUSTOM_ORG', 'L-CUSTOM_ORG', 'O', 'O', 'U-CUSTOM_ORG', 'O', 'B-CUSTOM_PERSON', 'L-CUSTOM_PERSON', 'O', 'B-CUSTOM_PERSON', 'L-CUSTOM_PERSON', 'O', 'B-CUSTOM_ORG', 'I-CUSTOM_ORG', 'I-CUSTOM_ORG', 'L-CUSTOM_ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CUSTOM_PERSON', 'I-CUSTOM_PERSON', 'I-CUSTOM_PERSON', 'L-CUSTOM_PERSON', 'O', 'O']"
"['Read', 'more', ':', '\n\n', 'Tesla', 'moves', 'to', 'push', 'lawsuit', 'over', 'mass', 'layoffs', 'out', 'of', 'court', '\n\n', 'Laid', '-', 'off', 'Tesla', 'workers', 'file', 'emergency', 'plea', ',', 'allege', 'small', 'severance', 'pay', '\n\n', 'Tesla', 'sued', 'by', 'former', 'employees', 'over', ""'"", 'mass', 'layoff', ""'"", '\n\n', 'Tesla', 'must', 'tell', 'laid', 'off', 'workers', 'about', 'lawsuit', ',', 'judge', 'rules', '\n\n', 'Register', 'now', 'for', 'FREE', 'unlimited', 'access', 'to', 'Reuters.com', 'Register', '\n\n\n\n\n\n\n\n\n\n\n\n', 'Our', 'Standards', ':', 'The', 'Thomson', 'Reuters', 'Trust', 'Principles', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-CUSTOM_ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-CUSTOM_ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-CUSTOM_ROLE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Model', 'Y', 'cars', 'are', 'pictured', 'during', 'the', 'opening', 'ceremony', 'of', 'the', 'new', 'Tesla', 'Gigafactory', 'for', 'electric', 'cars', 'in', 'Gruenheide', ',', 'Germany', ',', 'March', '22', ',', '2022', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-CUSTOM_PLACE', 'O', 'U-CUSTOM_PLACE', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Patrick', 'Pleul', '/', 'Pool', 'via', 'REUTERS', '/', 'File', 'Photo', '\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n', 'Sept', '30', '(', 'Reuters', ')', '-', 'Tesla', '(', 'TSLA.O', ')', 'plans', 'to', 'push', 'global', 'production', 'of', 'its', 'top', '-', 'selling', 'Model', 'Y', 'and', 'Model', '3', 'electric', 'vehicles', 'sharply', 'higher', 'in', 'the', 'fourth', 'quarter', 'and', 'build', 'on', 'that', 'growth', 'in', '2023', 'as', 'newer', 'factories', 'in', 'Austin', 'and', 'Berlin', 'ramp', 'production', ',', 'internal', 'plans', 'reviewed', 'by', 'Reuters', 'show', '.']","['B-CUSTOM_PERSON', 'L-CUSTOM_PERSON', 'O', 'O', 'O', 'U-CUSTOM_ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-CUSTOM_ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-CUSTOM_PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Tesla', ""'s"", 'production', 'forecast', ',', 'if', 'achieved', ',', 'would', 'put', 'the', 'EV', 'maker', 'on', 'track', 'to', 'meet', 'Elon', 'Musk', ""'s"", 'goal', 'for', 'production', 'in', 'the', 'coming', 'quarter', 'and', 'put', 'the', 'automaker', 'close', 'to', 'the', 'scale', 'of', 'German', 'luxury', 'automaker', 'BMW', '(', 'BMWG.DE', ')', 'by', 'end', '2023', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Musk', 'and', 'Tesla', 'have', 'a', 'record', 'of', 'pointing', 'to', 'stretch', 'targets', 'the', 'company', 'has', 'not', 'always', 'met', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['In', 'April', ',', 'for', 'instance', ',', 'Musk', 'had', 'said', 'Tesla', 'could', 'hit', '60', '%', 'growth', 'in', 'deliveries', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['By', 'July', ',', 'the', 'company', 'had', 'walked', 'that', 'target', 'back', 'to', '50', '%', 'for', 'this', 'year', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Register', 'now', 'for', 'FREE', 'unlimited', 'access', 'to', 'Reuters.com', 'Register', '\n\n', 'The', 'ambitious', 'goal', 'came', 'despite', 'lingering', 'supply', 'chain', 'risks', ',', 'a', 'slowing', 'economy', 'and', 'rising', 'competition', 'and', 'falling', 'Tesla', 'order', 'backlogs', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['But', 'its', 'forecast', ',', 'which', 'covers', 'the', 'next', 'four', 'consecutive', 'quarters', ',', 'sets', 'an', 'ambitious', 'target', 'to', 'produce', 'almost', '495,000', 'Model', 'Y', 'and', 'Model', '3s', 'in', 'the', 'fourth', 'quarter', 'of', 'this', 'year', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Those', 'two', 'models', 'account', 'for', 'about', '95', '%', 'of', 'Tesla', '’s', 'output', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'production', 'plans', 'would', 'see', 'Tesla', 'blow', 'past', 'projected', 'growth', 'in', 'the', 'global', 'market', 'for', 'autos', 'by', 'close', 'to', 'a', 'factor', 'of', '10', 'in', '2023', 'with', 'a', 'production', 'increase', 'of', 'over', '50', '%', 'for', 'the', 'year', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Reuters', 'confirmed', 'the', 'global', 'output', 'target', 'for', 'the', 'Model', 'Y', 'and', 'Model', '3', 'with', 'two', 'people', 'with', 'knowledge', 'of', 'its', 'projections', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['They', 'spoke', 'on', 'condition', 'they', 'would', 'not', 'be', 'named', 'because', 'the', 'forecast', 'is', 'private', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Tesla', 'did', 'not', 'immediately', 'respond', 'with', 'a', 'comment', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['And', 'Tesla', ""'s"", 'expansion', 'has', 'been', 'expensive', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['In', 'late', 'May', ',', 'Musk', 'had', 'said', 'new', 'factories', 'in', 'Texas', 'and', 'Germany', 'were', 'losing', 'billions', 'of', 'dollars', ',', 'comparing', 'them', 'to', '""', 'gigantic', 'money', 'furnaces', '.', '""']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Tesla', 'is', 'expected', 'to', 'announce', 'third', '-', 'quarter', 'deliveries', 'and', 'output', 'as', 'early', 'as', 'Saturday', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['That', 'is', 'forecast', 'to', 'show', 'the', 'automaker', 'bounced', 'back', 'sharply', 'from', 'the', 'slowdown', 'in', 'the', 'previous', 'quarter', 'when', 'output', 'in', 'Shanghai', 'had', 'been', 'hit', 'by', 'COVID-19', 'control', 'measures', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-CUSTOM_PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Brokerage', 'Piper', 'Sandler', 'projects', 'Tesla', 'will', 'deliver', '354,000', 'vehicles', 'in', 'the', 'third', 'quarter', '.']","['B-CUSTOM_ORG', 'I-CUSTOM_ORG', 'L-CUSTOM_ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Citi', 'expects', 'deliveries', 'of', '369,800', 'vehicles', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Troy', 'Teslike', ',', 'a', 'Tesla', '-', 'watcher', 'who', 'tracks', 'production', 'and', 'delivery', 'data', ',', 'projects', 'sales', 'of', '343,779', 'Model', 'Y', 'compact', 'crossovers', 'and', 'Model', '3', 'sedans', '.']","['B-CUSTOM_PERSON', 'L-CUSTOM_PERSON', 'O', 'O', 'U-CUSTOM_ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['If', 'Tesla', 'hits', 'or', 'exceeds', 'those', 'analyst', 'forecasts', 'and', 'then', 'makes', 'the', 'internal', 'forecast', 'seen', 'by', 'Reuters', 'for', 'the', 'coming', 'quarter', ',', 'the', 'company', 'would', 'have', 'global', 'sales', 'of', 'around', '1.4', 'million', 'vehicles', 'in', '2022', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Reuters', 'Graphics', '\n\n', 'Tesla', ""'s"", 'output', 'and', 'deliveries', 'have', 'been', 'higher', 'in', 'the', 'fourth', 'quarter', 'than', 'other', 'quarters', 'of', 'the', 'year', 'going', 'back', 'to', '2018', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Its', 'forecast', 'production', 'of', '1.59', 'million', 'Model', 'Y', 'and', 'Model', '3s', 'through', 'the', 'first', 'three', 'quarters', 'of', 'next', 'year', ',', 'would', 'put', 'it', 'on', 'track', 'to', 'end', '2023', 'with', 'sales', 'of', 'over', '2.1', 'million', 'EVs', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
